"interpro_accession","total_freq","inKaKs2","geneid_vec","interpro_description","geneid_vec_wKaKs2","expected_freq","IDlong","fisher_res","fisher_res_BF","fisher_res_Holm","fisher_res_BH","fisher_res_BY"
"IPR017804",1,0,"FUN_016145","Methyltransferase EgtD-like",NA,0.00410813676119799,"Methyltransferase EgtD-like IPR017804",1,1,1,1,1
"IPR017806",1,0,"FUN_014403","Ergothioneine biosynthesis protein EgtB",NA,0.00410813676119799,"Ergothioneine biosynthesis protein EgtB IPR017806",1,1,1,1,1
"IPR017824",1,0,"FUN_012742","Aminodeoxychorismate lyase, class IV",NA,0.00410813676119799,"Aminodeoxychorismate lyase, class IV IPR017824",1,1,1,1,1
"IPR017846",1,0,"FUN_015025","Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase, bacterial type",NA,0.00410813676119799,"Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase, bacterial type IPR017846",1,1,1,1,1
"IPR017847",1,0,"FUN_014553","Type VI secretion system, RhsGE-associated Vgr  family subset",NA,0.00410813676119799,"Type VI secretion system, RhsGE-associated Vgr  family subset IPR017847",1,1,1,1,1
"IPR017850",77,0,"FUN_001521,FUN_000277,FUN_002696,FUN_002307,FUN_002306,FUN_000003,FUN_002531,FUN_004387,FUN_004398,FUN_002944,FUN_001856,FUN_002211,FUN_002695,FUN_001781,FUN_004249,FUN_002354,FUN_004569,FUN_003594,FUN_001685,FUN_003640,FUN_002276,FUN_003201,FUN_000736,FUN_003135,FUN_004568,FUN_008347,FUN_007324,FUN_006159,FUN_006430,FUN_005393,FUN_008326,FUN_005243,FUN_008552,FUN_007583,FUN_007375,FUN_005596,FUN_005695,FUN_007323,FUN_005196,FUN_005299,FUN_006906,FUN_004621,FUN_007032,FUN_006705,FUN_005195,FUN_007151,FUN_007164,FUN_008150,FUN_007760,FUN_005032,FUN_013919,FUN_009577,FUN_011100,FUN_013786,FUN_010356,FUN_013565,FUN_009572,FUN_012408,FUN_012156,FUN_009576,FUN_010512,FUN_013914,FUN_010049,FUN_010222,FUN_010123,FUN_016396,FUN_016611,FUN_016660,FUN_016668,FUN_016220,FUN_016190,FUN_016008,FUN_015180,FUN_002390,FUN_002367,FUN_007759,FUN_005335","Alkaline-phosphatase-like, core domain superfamily",NA,0.316326530612245,"Alkaline-phosphatase-like, core domain superfamily IPR017850",1,1,1,1,1
"IPR017853",134,0,"FUN_003375,FUN_002196,FUN_004138,FUN_000223,FUN_001046,FUN_003877,FUN_001507,FUN_002937,FUN_003158,FUN_001695,FUN_002710,FUN_000180,FUN_002106,FUN_004049,FUN_004049,FUN_001008,FUN_001541,FUN_002605,FUN_004280,FUN_000849,FUN_001819,FUN_001738,FUN_004203,FUN_000199,FUN_001531,FUN_001660,FUN_000483,FUN_003711,FUN_002129,FUN_000811,FUN_001578,FUN_001530,FUN_000952,FUN_001526,FUN_000120,FUN_000252,FUN_002900,FUN_002459,FUN_002995,FUN_002547,FUN_003680,FUN_001064,FUN_003881,FUN_002965,FUN_000699,FUN_001789,FUN_001817,FUN_004522,FUN_002430,FUN_009185,FUN_007408,FUN_007116,FUN_009206,FUN_004647,FUN_006699,FUN_007440,FUN_007601,FUN_005352,FUN_005269,FUN_006081,FUN_006280,FUN_004606,FUN_008440,FUN_007246,FUN_006057,FUN_006526,FUN_006145,FUN_008279,FUN_004737,FUN_004946,FUN_007809,FUN_007356,FUN_004579,FUN_008242,FUN_009214,FUN_005751,FUN_008972,FUN_007131,FUN_006279,FUN_008177,FUN_006459,FUN_008686,FUN_007488,FUN_005474,FUN_006803,FUN_007417,FUN_007351,FUN_007817,FUN_006055,FUN_005758,FUN_007782,FUN_008514,FUN_012107,FUN_011997,FUN_009768,FUN_012172,FUN_009254,FUN_011419,FUN_009791,FUN_012042,FUN_010132,FUN_011042,FUN_010493,FUN_012109,FUN_009262,FUN_012174,FUN_011995,FUN_011280,FUN_009769,FUN_012000,FUN_009595,FUN_011036,FUN_012003,FUN_011216,FUN_010239,FUN_009558,FUN_015326,FUN_015726,FUN_015342,FUN_016126,FUN_015812,FUN_015666,FUN_016190,FUN_016235,FUN_016235,FUN_015987,FUN_015696,FUN_016856,FUN_015725,FUN_002381,FUN_007976,FUN_007329,FUN_005800,FUN_004488","Glycoside hydrolase superfamily",NA,0.55049032600053,"Glycoside hydrolase superfamily IPR017853",1,1,1,1,1
"IPR017856",3,0,"FUN_014462,FUN_014620,FUN_016213","Integrase-like, N-terminal",NA,0.012324410283594,"Integrase-like, N-terminal IPR017856",1,1,1,1,1
"IPR017860",3,0,"FUN_006263,FUN_013486,FUN_016133","Peptidase M22, conserved site",NA,0.012324410283594,"Peptidase M22, conserved site IPR017860",1,1,1,1,1
"IPR017861",6,0,"FUN_006263,FUN_013486,FUN_016133,FUN_016133,FUN_016133,FUN_016133","Kae1/TsaD family",NA,0.0246488205671879,"Kae1/TsaD family IPR017861",1,1,1,1,1
"IPR017862",1,0,"FUN_002399","SKI-interacting protein, SKIP",NA,0.00410813676119799,"SKI-interacting protein, SKIP IPR017862",1,1,1,1,1
"IPR017865",2,0,"FUN_002460,FUN_002460","F-actin capping protein, alpha subunit, conserved site",NA,0.00821627352239597,"F-actin capping protein, alpha subunit, conserved site IPR017865",1,1,1,1,1
"IPR017866",5,0,"FUN_001773,FUN_002643,FUN_001023,FUN_015653,FUN_015085","Succinyl-CoA synthetase, beta subunit, conserved site",NA,0.0205406838059899,"Succinyl-CoA synthetase, beta subunit, conserved site IPR017866",1,1,1,1,1
"IPR017867",13,0,"FUN_012023,FUN_012023,FUN_012023,FUN_012023,FUN_012751,FUN_012751,FUN_012751,FUN_012751,FUN_014825,FUN_014825,FUN_014825,FUN_014825,FUN_014825","Protein-tyrosine phosphatase, low molecular weight",NA,0.0534057778955738,"Protein-tyrosine phosphatase, low molecular weight IPR017867",1,1,1,1,1
"IPR017868",17,0,"FUN_002327,FUN_004789,FUN_004789,FUN_006173,FUN_004790,FUN_007690,FUN_007185,FUN_009932,FUN_010652,FUN_010683,FUN_010814,FUN_010681,FUN_001238,FUN_010815,FUN_002084,FUN_009579,FUN_009579","Filamin/ABP280 repeat-like",NA,0.0698383249403658,"Filamin/ABP280 repeat-like IPR017868",1,1,1,1,1
"IPR017870",1,0,"FUN_006587","FeS cluster insertion, C-terminal, conserved site",NA,0.00410813676119799,"FeS cluster insertion, C-terminal, conserved site IPR017870",1,1,1,1,1
"IPR017871",103,0,"FUN_001750,FUN_003861,FUN_003861,FUN_002042,FUN_002042,FUN_001571,FUN_002386,FUN_003913,FUN_003316,FUN_000923,FUN_000923,FUN_006341,FUN_009027,FUN_009027,FUN_008087,FUN_008087,FUN_007076,FUN_007934,FUN_005761,FUN_008212,FUN_006547,FUN_006547,FUN_006246,FUN_013556,FUN_010287,FUN_013757,FUN_012896,FUN_014147,FUN_014147,FUN_012781,FUN_012781,FUN_012050,FUN_012050,FUN_014409,FUN_013893,FUN_013636,FUN_013509,FUN_010217,FUN_012895,FUN_013597,FUN_014689,FUN_013341,FUN_013032,FUN_009489,FUN_009489,FUN_013926,FUN_014378,FUN_013570,FUN_013570,FUN_013033,FUN_010500,FUN_013028,FUN_013778,FUN_013542,FUN_013144,FUN_013692,FUN_012837,FUN_013530,FUN_013530,FUN_013336,FUN_013270,FUN_014412,FUN_012898,FUN_013171,FUN_013781,FUN_009793,FUN_013992,FUN_012808,FUN_012808,FUN_014904,FUN_016820,FUN_015657,FUN_014816,FUN_015679,FUN_015231,FUN_015608,FUN_015383,FUN_015383,FUN_015937,FUN_015937,FUN_016520,FUN_016826,FUN_015644,FUN_016773,FUN_015057,FUN_016037,FUN_016037,FUN_016044,FUN_016664,FUN_014770,FUN_015783,FUN_016062,FUN_016025,FUN_014957,FUN_004556,FUN_009330,FUN_009179,FUN_009179,FUN_007744,FUN_008588,FUN_007945,FUN_009327,FUN_009327","ABC transporter, conserved site",NA,0.423138086403393,"ABC transporter, conserved site IPR017871",1,1,1,1,1
"IPR017877",7,0,"FUN_001514,FUN_003052,FUN_002192,FUN_002192,FUN_006392,FUN_010928,FUN_010928","Myb-like domain",NA,0.0287569573283859,"Myb-like domain IPR017877",1,1,1,1,1
"IPR017882",1,0,"FUN_013692","Zinc import ATP-binding protein ZnuC",NA,0.00410813676119799,"Zinc import ATP-binding protein ZnuC IPR017882",1,1,1,1,1
"IPR017884",5,0,"FUN_000309,FUN_000915,FUN_003194,FUN_011935,FUN_006690","SANT domain",NA,0.0205406838059899,"SANT domain IPR017884",1,1,1,1,1
"IPR017892",12,0,"FUN_002469,FUN_002383,FUN_003493,FUN_002141,FUN_001130,FUN_006637,FUN_008751,FUN_005823,FUN_007475,FUN_011937,FUN_010051,FUN_010332","Protein kinase, C-terminal",NA,0.0492976411343758,"Protein kinase, C-terminal IPR017892",1,1,1,1,1
"IPR017896",20,0,"FUN_002530,FUN_006154,FUN_006154,FUN_014236,FUN_014236,FUN_014236,FUN_009489,FUN_009489,FUN_014585,FUN_014585,FUN_013462,FUN_014694,FUN_014694,FUN_015513,FUN_016586,FUN_015081,FUN_016529,FUN_014861,FUN_014861,FUN_015215","4Fe-4S ferredoxin-type, iron-sulphur binding domain",NA,0.0821627352239597,"4Fe-4S ferredoxin-type, iron-sulphur binding domain IPR017896",1,1,1,1,1
"IPR017898",1,0,"FUN_003211","Vacuolar protein sorting-associated, VPS28, N-terminal",NA,0.00410813676119799,"Vacuolar protein sorting-associated, VPS28, N-terminal IPR017898",1,1,1,1,1
"IPR017899",1,0,"FUN_003211","Vacuolar protein sorting-associated, VPS28, C-terminal",NA,0.00410813676119799,"Vacuolar protein sorting-associated, VPS28, C-terminal IPR017899",1,1,1,1,1
"IPR017900",10,0,"FUN_006154,FUN_014236,FUN_009489,FUN_013121,FUN_014585,FUN_013462,FUN_015081,FUN_016529,FUN_014861,FUN_015215","4Fe-4S ferredoxin, iron-sulphur binding, conserved site",NA,0.0410813676119799,"4Fe-4S ferredoxin, iron-sulphur binding, conserved site IPR017900",1,1,1,1,1
"IPR017901",4,0,"FUN_001758,FUN_003752,FUN_001266,FUN_009498","C-CAP/cofactor C-like domain",NA,0.0164325470447919,"C-CAP/cofactor C-like domain IPR017901",1,1,1,1,1
"IPR017904",1,0,"FUN_009804","ADF/Cofilin",NA,0.00410813676119799,"ADF/Cofilin IPR017904",1,1,1,1,1
"IPR017905",1,0,"FUN_001197","ERV/ALR sulfhydryl oxidase domain",NA,0.00410813676119799,"ERV/ALR sulfhydryl oxidase domain IPR017905",1,1,1,1,1
"IPR017907",15,0,"FUN_004485,FUN_003313,FUN_001821,FUN_003889,FUN_002189,FUN_002225,FUN_000457,FUN_001707,FUN_006546,FUN_007921,FUN_005863,FUN_008301,FUN_004887,FUN_009784,FUN_004222","Zinc finger, RING-type, conserved site",NA,0.0616220514179698,"Zinc finger, RING-type, conserved site IPR017907",1,1,1,1,1
"IPR017916",1,0,"FUN_001429","Steadiness box (SB) domain",NA,0.00410813676119799,"Steadiness box (SB) domain IPR017916",1,1,1,1,1
"IPR017918",1,0,"FUN_013647","Nitrogen regulatory protein PII, conserved site",NA,0.00410813676119799,"Nitrogen regulatory protein PII, conserved site IPR017918",1,1,1,1,1
"IPR017920",7,0,"FUN_002705,FUN_002321,FUN_001805,FUN_000091,FUN_001139,FUN_005014,FUN_009810","COMM domain",NA,0.0287569573283859,"COMM domain IPR017920",1,1,1,1,1
"IPR017921",1,0,"FUN_005642","Zinc finger, CTCHY-type",NA,0.00410813676119799,"Zinc finger, CTCHY-type IPR017921",1,1,1,1,1
"IPR017923",3,0,"FUN_004423,FUN_004800,FUN_008490","Transcription factor IIS, N-terminal",NA,0.012324410283594,"Transcription factor IIS, N-terminal IPR017923",1,1,1,1,1
"IPR017925",2,0,"FUN_004403,FUN_013384","Dihydrofolate reductase conserved site",NA,0.00821627352239597,"Dihydrofolate reductase conserved site IPR017925",1,1,1,1,1
"IPR017926",18,0,"FUN_000795,FUN_000349,FUN_009020,FUN_006150,FUN_007509,FUN_014583,FUN_013274,FUN_013592,FUN_014425,FUN_012567,FUN_014279,FUN_013470,FUN_014533,FUN_013560,FUN_016252,FUN_015477,FUN_016254,FUN_015779","Glutamine amidotransferase",NA,0.0739464617015637,"Glutamine amidotransferase IPR017926",1,1,1,1,1
"IPR017927",22,0,"FUN_004303,FUN_001237,FUN_000600,FUN_002371,FUN_006161,FUN_007554,FUN_006499,FUN_006162,FUN_006741,FUN_008801,FUN_012963,FUN_014214,FUN_012763,FUN_012034,FUN_013579,FUN_012661,FUN_014297,FUN_015202,FUN_016775,FUN_015977,FUN_016400,FUN_004747","FAD-binding domain, ferredoxin reductase-type",NA,0.0903790087463557,"FAD-binding domain, ferredoxin reductase-type IPR017927",1,1,1,1,1
"IPR017929",2,0,"FUN_015024,FUN_015022","CobB/CobQ glutamine amidotransferase",NA,0.00821627352239597,"CobB/CobQ glutamine amidotransferase IPR017929",1,1,1,1,1
"IPR017930",17,0,"FUN_004033,FUN_004033,FUN_001514,FUN_000673,FUN_000673,FUN_002192,FUN_002192,FUN_002192,FUN_004375,FUN_006392,FUN_006392,FUN_008844,FUN_010928,FUN_011464,FUN_008153,FUN_008153,FUN_008153","Myb domain",NA,0.0698383249403658,"Myb domain IPR017930",1,1,1,1,1
"IPR017932",12,0,"FUN_004519,FUN_003185,FUN_002592,FUN_004831,FUN_012645,FUN_013193,FUN_013520,FUN_015590,FUN_015256,FUN_015432,FUN_014827,FUN_014837","Glutamine amidotransferase type 2 domain",NA,0.0492976411343758,"Glutamine amidotransferase type 2 domain IPR017932",1,1,1,1,1
"IPR017937",16,0,"FUN_001911,FUN_001911,FUN_003217,FUN_003217,FUN_002164,FUN_002164,FUN_003402,FUN_003805,FUN_005598,FUN_005598,FUN_005625,FUN_013699,FUN_013577,FUN_012914,FUN_014159,FUN_014613","Thioredoxin, conserved site",NA,0.0657301881791678,"Thioredoxin, conserved site IPR017937",1,1,1,1,1
"IPR017938",25,0,"FUN_004303,FUN_001237,FUN_000600,FUN_006161,FUN_007554,FUN_006499,FUN_006162,FUN_006741,FUN_008801,FUN_012963,FUN_014214,FUN_010104,FUN_010104,FUN_012763,FUN_012034,FUN_013579,FUN_012661,FUN_014297,FUN_014166,FUN_014166,FUN_015202,FUN_016775,FUN_015977,FUN_016400,FUN_004747","Riboflavin synthase-like beta-barrel",NA,0.10270341902995,"Riboflavin synthase-like beta-barrel IPR017938",1,1,1,1,1
"IPR017941",3,0,"FUN_002340,FUN_005346,FUN_013244","Rieske [2Fe-2S] iron-sulphur domain",NA,0.012324410283594,"Rieske [2Fe-2S] iron-sulphur domain IPR017941",1,1,1,1,1
"IPR017945",7,0,"FUN_000215,FUN_007670,FUN_014167,FUN_013831,FUN_016302,FUN_014787,FUN_015933","DHBP synthase RibB-like alpha/beta domain superfamily",NA,0.0287569573283859,"DHBP synthase RibB-like alpha/beta domain superfamily IPR017945",1,1,1,1,1
"IPR017946",14,0,"FUN_001127,FUN_001965,FUN_003850,FUN_003985,FUN_007628,FUN_012031,FUN_011943,FUN_011931,FUN_011931,FUN_011243,FUN_011942,FUN_010219,FUN_015327,FUN_003480","PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",NA,0.0575139146567718,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily IPR017946",1,1,1,1,1
"IPR017950",1,0,"FUN_012720","Urease active site",NA,0.00410813676119799,"Urease active site IPR017950",1,1,1,1,1
"IPR017951",1,0,"FUN_012720","Urease alpha subunit, C-terminal",NA,0.00410813676119799,"Urease alpha subunit, C-terminal IPR017951",1,1,1,1,1
"IPR017953",2,0,"FUN_013120,FUN_016208","Carbohydrate kinase, predicted, conserved site",NA,0.00821627352239597,"Carbohydrate kinase, predicted, conserved site IPR017953",1,1,1,1,1
"IPR017958",2,0,"FUN_004405,FUN_014368","Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site",NA,0.00821627352239597,"Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site IPR017958",1,1,1,1,1
"IPR017959",2,0,"FUN_004405,FUN_014368","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E",NA,0.00821627352239597,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E IPR017959",1,1,1,1,1
"IPR017961",5,0,"FUN_001192,FUN_002166,FUN_008666,FUN_016848,FUN_016607","DNA polymerase, Y-family, little finger domain",NA,0.0205406838059899,"DNA polymerase, Y-family, little finger domain IPR017961",1,1,1,1,1
"IPR017964",1,0,"FUN_001003","DNA-directed DNA polymerase, family B, conserved site",NA,0.00410813676119799,"DNA-directed DNA polymerase, family B, conserved site IPR017964",1,1,1,1,1
"IPR017968",2,0,"FUN_014613,FUN_014613","Acylphosphatase, conserved site",NA,0.00821627352239597,"Acylphosphatase, conserved site IPR017968",1,1,1,1,1
"IPR017969",5,0,"FUN_005736,FUN_014752,FUN_005521,FUN_005521,FUN_005521","Heavy-metal-associated, conserved site",NA,0.0205406838059899,"Heavy-metal-associated, conserved site IPR017969",1,1,1,1,1
"IPR017972",6,0,"FUN_003999,FUN_007420,FUN_004954,FUN_008098,FUN_005389,FUN_006262","Cytochrome P450, conserved site",NA,0.0246488205671879,"Cytochrome P450, conserved site IPR017972",1,1,1,1,1
"IPR017975",6,0,"FUN_004997,FUN_005020,FUN_005923,FUN_005003,FUN_011269,FUN_010209","Tubulin, conserved site",NA,0.0246488205671879,"Tubulin, conserved site IPR017975",1,1,1,1,1
"IPR017978",1,0,"FUN_002433","GPCR family 3, C-terminal",NA,0.00410813676119799,"GPCR family 3, C-terminal IPR017978",1,1,1,1,1
"IPR017984",3,0,"FUN_001729,FUN_001729,FUN_001729","Chromo domain subgroup",NA,0.012324410283594,"Chromo domain subgroup IPR017984",1,1,1,1,1
"IPR017985",1,0,"FUN_009579","DNA methylase, N-4 cytosine-specific, conserved site",NA,0.00410813676119799,"DNA methylase, N-4 cytosine-specific, conserved site IPR017985",1,1,1,1,1
"IPR017986",159,0,"FUN_004442,FUN_000772,FUN_001969,FUN_002584,FUN_001833,FUN_001833,FUN_001833,FUN_001833,FUN_001265,FUN_004187,FUN_004187,FUN_002117,FUN_002117,FUN_000889,FUN_000010,FUN_000293,FUN_004000,FUN_003794,FUN_004385,FUN_000764,FUN_001831,FUN_003770,FUN_000921,FUN_004292,FUN_003954,FUN_001369,FUN_003325,FUN_003325,FUN_002113,FUN_001828,FUN_002313,FUN_000685,FUN_000685,FUN_002750,FUN_000944,FUN_000959,FUN_001987,FUN_001613,FUN_003505,FUN_001635,FUN_000089,FUN_000077,FUN_003801,FUN_000399,FUN_000299,FUN_000203,FUN_000726,FUN_004288,FUN_004288,FUN_002954,FUN_001211,FUN_001212,FUN_003069,FUN_003069,FUN_003069,FUN_001081,FUN_001461,FUN_002765,FUN_000569,FUN_000356,FUN_002446,FUN_003923,FUN_000448,FUN_003060,FUN_001111,FUN_000493,FUN_000493,FUN_002238,FUN_002798,FUN_001997,FUN_000522,FUN_000522,FUN_000522,FUN_001299,FUN_002312,FUN_001949,FUN_006138,FUN_005365,FUN_004765,FUN_008593,FUN_007755,FUN_007755,FUN_004691,FUN_008096,FUN_005074,FUN_005074,FUN_004927,FUN_008231,FUN_006796,FUN_008218,FUN_008218,FUN_007413,FUN_007413,FUN_007413,FUN_008378,FUN_007049,FUN_008523,FUN_005985,FUN_008379,FUN_005816,FUN_008410,FUN_008410,FUN_006315,FUN_007253,FUN_005276,FUN_006546,FUN_006265,FUN_006300,FUN_008423,FUN_008240,FUN_007147,FUN_007385,FUN_007385,FUN_006589,FUN_008756,FUN_008297,FUN_008757,FUN_004594,FUN_005419,FUN_005433,FUN_005433,FUN_006902,FUN_011255,FUN_010773,FUN_010212,FUN_009556,FUN_011300,FUN_010451,FUN_009739,FUN_009560,FUN_009560,FUN_009723,FUN_009300,FUN_009770,FUN_009770,FUN_010365,FUN_009822,FUN_009403,FUN_011029,FUN_010207,FUN_003968,FUN_001529,FUN_008535,FUN_010162,FUN_004259,FUN_002099,FUN_005259,FUN_003782,FUN_009623,FUN_000165,FUN_010957,FUN_000076,FUN_003354,FUN_010001,FUN_010001,FUN_005117,FUN_005117,FUN_003619,FUN_009104","WD40-repeat-containing domain",NA,0.65319374503048,"WD40-repeat-containing domain IPR017986",1,1,1,1,1
"IPR017994",2,0,"FUN_003431,FUN_008045","P-type trefoil, chordata",NA,0.00821627352239597,"P-type trefoil, chordata IPR017994",1,1,1,1,1
"IPR017996",1,0,"FUN_007397","Major royal jelly protein/protein yellow",NA,0.00410813676119799,"Major royal jelly protein/protein yellow IPR017996",1,1,1,1,1
"IPR017998",35,0,"FUN_003470,FUN_003470,FUN_003470,FUN_003470,FUN_003470,FUN_004044,FUN_004044,FUN_004044,FUN_004044,FUN_004044,FUN_004903,FUN_004903,FUN_004903,FUN_004903,FUN_004903,FUN_006050,FUN_006050,FUN_006050,FUN_006050,FUN_006050,FUN_004604,FUN_004604,FUN_004604,FUN_004604,FUN_004604,FUN_007552,FUN_007552,FUN_007552,FUN_007552,FUN_007552,FUN_009973,FUN_009973,FUN_009973,FUN_009973,FUN_009973","Chaperone tailless complex polypeptide 1 (TCP-1)",NA,0.14378478664193,"Chaperone tailless complex polypeptide 1 (TCP-1) IPR017998",1,1,1,1,1
"IPR018011",1,0,"FUN_006703","Carbohydrate sulfotransferase 8-10",NA,0.00410813676119799,"Carbohydrate sulfotransferase 8-10 IPR018011",1,1,1,1,1
"IPR018013",1,0,"FUN_013535","Nucleoside-specific channel-forming protein, Tsx-like",NA,0.00410813676119799,"Nucleoside-specific channel-forming protein, Tsx-like IPR018013",1,1,1,1,1
"IPR018020",1,0,"FUN_013753","Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase",NA,0.00410813676119799,"Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase IPR018020",1,1,1,1,1
"IPR018022",2,0,"FUN_006688,FUN_013118","IPP transferase",NA,0.00821627352239597,"IPP transferase IPR018022",1,1,1,1,1
"IPR018023",1,0,"FUN_000058","Ribosome maturation protein SBDS, conserved site",NA,0.00410813676119799,"Ribosome maturation protein SBDS, conserved site IPR018023",1,1,1,1,1
"IPR018027",2,0,"FUN_004405,FUN_014368","Asn/Gln amidotransferase",NA,0.00821627352239597,"Asn/Gln amidotransferase IPR018027",1,1,1,1,1
"IPR018028",1,0,"FUN_007867","Catalase, mono-functional, haem-containing",NA,0.00410813676119799,"Catalase, mono-functional, haem-containing IPR018028",1,1,1,1,1
"IPR018034",1,0,"FUN_000404","KRR1 interacting protein 1",NA,0.00410813676119799,"KRR1 interacting protein 1 IPR018034",1,1,1,1,1
"IPR018035",1,0,"FUN_013010","Flagellar assembly protein FliH/Type III secretion system HrpE",NA,0.00410813676119799,"Flagellar assembly protein FliH/Type III secretion system HrpE IPR018035",1,1,1,1,1
"IPR018038",1,0,"FUN_003748","Ribosomal protein L30, conserved site",NA,0.00410813676119799,"Ribosomal protein L30, conserved site IPR018038",1,1,1,1,1
"IPR018042",3,0,"FUN_004458,FUN_016209,FUN_014727","Aspartate kinase, conserved site",NA,0.012324410283594,"Aspartate kinase, conserved site IPR018042",1,1,1,1,1
"IPR018044",3,0,"FUN_013077,FUN_013077,FUN_013077","Peptidase S11, D-alanyl-D-alanine carboxypeptidase A",NA,0.012324410283594,"Peptidase S11, D-alanyl-D-alanine carboxypeptidase A IPR018044",1,1,1,1,1
"IPR018045",1,0,"FUN_013073","Sulphate anion transporter, conserved site",NA,0.00410813676119799,"Sulphate anion transporter, conserved site IPR018045",1,1,1,1,1
"IPR018047",5,0,"FUN_000622,FUN_007539,FUN_013678,FUN_012810,FUN_013646","Ammonium transporter, conserved site",NA,0.0205406838059899,"Ammonium transporter, conserved site IPR018047",1,1,1,1,1
"IPR018050",2,0,"FUN_001485,FUN_001485","Phosphomannose isomerase, type I, conserved site",NA,0.00821627352239597,"Phosphomannose isomerase, type I, conserved site IPR018050",1,1,1,1,1
"IPR018060",46,0,"FUN_012830,FUN_013272,FUN_013509,FUN_013538,FUN_014209,FUN_013247,FUN_012855,FUN_012574,FUN_012852,FUN_013446,FUN_014302,FUN_012892,FUN_014224,FUN_013263,FUN_013490,FUN_012577,FUN_013788,FUN_012609,FUN_014005,FUN_013715,FUN_012670,FUN_012703,FUN_014056,FUN_014250,FUN_013908,FUN_012578,FUN_014261,FUN_015972,FUN_015349,FUN_015736,FUN_014723,FUN_015965,FUN_015121,FUN_014781,FUN_015027,FUN_015511,FUN_016442,FUN_016734,FUN_015572,FUN_014893,FUN_014876,FUN_016846,FUN_015356,FUN_016113,FUN_015501,FUN_016331","DNA binding HTH domain, AraC-type",NA,0.188974291015107,"DNA binding HTH domain, AraC-type IPR018060",1,1,1,1,1
"IPR018062",16,0,"FUN_013247,FUN_012852,FUN_014302,FUN_012892,FUN_014224,FUN_013490,FUN_012577,FUN_012703,FUN_013908,FUN_012578,FUN_015972,FUN_014723,FUN_015121,FUN_016734,FUN_014893,FUN_016331","HTH domain AraC-type, conserved site",NA,0.0657301881791678,"HTH domain AraC-type, conserved site IPR018062",1,1,1,1,1
"IPR018063",1,0,"FUN_013236","SAM-dependent methyltransferase RsmI, conserved site",NA,0.00410813676119799,"SAM-dependent methyltransferase RsmI, conserved site IPR018063",1,1,1,1,1
"IPR018065",1,0,"FUN_007620","Ribosomal protein L34e, conserved site",NA,0.00410813676119799,"Ribosomal protein L34e, conserved site IPR018065",1,1,1,1,1
"IPR018067",2,0,"FUN_000433,FUN_000433","Protein phosphatase 2A regulatory subunit PR55, conserved site",NA,0.00821627352239597,"Protein phosphatase 2A regulatory subunit PR55, conserved site IPR018067",1,1,1,1,1
"IPR018073",1,0,"FUN_002233","Proteinase inhibitor I25, cystatin, conserved site",NA,0.00410813676119799,"Proteinase inhibitor I25, cystatin, conserved site IPR018073",1,1,1,1,1
"IPR018074",1,0,"FUN_004347","Ubiquitin-activating enzyme E1, conserved site",NA,0.00410813676119799,"Ubiquitin-activating enzyme E1, conserved site IPR018074",1,1,1,1,1
"IPR018075",1,0,"FUN_004347","Ubiquitin-activating enzyme E1",NA,0.00410813676119799,"Ubiquitin-activating enzyme E1 IPR018075",1,1,1,1,1
"IPR018076",4,0,"FUN_014701,FUN_014701,FUN_013203,FUN_013203","Type II secretion system protein GspF domain",NA,0.0164325470447919,"Type II secretion system protein GspF domain IPR018076",1,1,1,1,1
"IPR018078",4,0,"FUN_013847,FUN_013847,FUN_015709,FUN_015709","DNA-binding, RecF, conserved site",NA,0.0164325470447919,"DNA-binding, RecF, conserved site IPR018078",1,1,1,1,1
"IPR018079",2,0,"FUN_004064,FUN_014143","Ribosomal protein S4, conserved site",NA,0.00821627352239597,"Ribosomal protein S4, conserved site IPR018079",1,1,1,1,1
"IPR018085",3,0,"FUN_000486,FUN_014487,FUN_015955","Uracil-DNA glycosylase, active site",NA,0.012324410283594,"Uracil-DNA glycosylase, active site IPR018085",1,1,1,1,1
"IPR018087",2,0,"FUN_009185,FUN_007809","Glycoside hydrolase, family 5, conserved site",NA,0.00821627352239597,"Glycoside hydrolase, family 5, conserved site IPR018087",1,1,1,1,1
"IPR018089",2,0,"FUN_006876,FUN_014805","Orotidine 5'-phosphate decarboxylase, active site",NA,0.00821627352239597,"Orotidine 5'-phosphate decarboxylase, active site IPR018089",1,1,1,1,1
"IPR018093",1,0,"FUN_012872","BCCT transporter, conserved site",NA,0.00410813676119799,"BCCT transporter, conserved site IPR018093",1,1,1,1,1
"IPR018094",2,0,"FUN_003688,FUN_012741","Thymidylate kinase",NA,0.00821627352239597,"Thymidylate kinase IPR018094",1,1,1,1,1
